repository,url,stargazers,age_years,releases_count,cbo_mean,cbo_median,cbo_std,dit_mean,dit_median,dit_std,lcom_mean,lcom_median,lcom_std,classes_count
Snailclimb/JavaGuide,https://github.com/Snailclimb/JavaGuide,154413,7.877,0,2.3333,0.0,3.2998,1.0,1.0,0.0,14.3333,0.0,20.2704,3
